id Weight Body_Length Tail_Length Date Sex Year Age Who Cohort Wolfgruoben Mother Father f X_Position Y_Position animal Age3 Phi Im ARS LRS Origin Julian RelativeJulian ARSS rPhi rARSS rLRS rock_coverage herb_coverage rARS StDate StDateSq rLRS2
CN06-164 19 NA 39.5 2006-09-05 Female 2006 J SR 2006 FALSE CN06-104 CN06-064 0 0.593051139050761 1.19594615489222 CN06-164 0 1 0 0 4 2006-01-01 247 103 2 3.60606060606061 1.08108108108108 1.68888888888889 0.98230317030223 -0.765674346748644 0 0.648534015061281 0.529258799356596 1.68915084459886
CN06-164 30 NA NA 2006-09-28 Female 2006 J PW/SR/FZ 2006 FALSE CN06-104 CN06-064 0 0.593051139050761 1.44546434710971 CN06-164 0 1 0 0 4 2006-01-01 270 126 2 3.60606060606061 1.08108108108108 1.68888888888889 0.893684987420559 -0.765674346748644 0 1.31978061398558 1.4871462856006 1.70247901494215
CN06-164 27 NA NA 2006-09-29 Female 2006 J PW/KG 2006 FALSE CN06-104 CN06-064 0 0.510552827424006 1.19594615489222 CN06-164 0 1 0 0 4 2006-01-01 271 127 2 3.60606060606061 1.08108108108108 1.68888888888889 0.864145593126668 -0.765674346748644 0 1.34896524872142 1.53315834825861 1.7016936198959
CN06-164 44 111 60 2007-07-26 Female 2007 A PW 2006 FALSE CN06-104 CN06-064 0 0.180559580916985 0.447391578239755 CN06-164 1 0 0 4 4 2007-01-01 206 62 4 0 2.29885057471264 1.68888888888889 0.98230317030223 -0.765674346748644 3.38983050847458 -0.548036009108122 -0.701063745629293 1.6962739288347
CN06-164 42 114 61 2007-07-27 Female 2007 A PW 2006 FALSE CN06-104 CN06-064 0 0.345556204170495 0.946427962674732 CN06-164 1 0 0 4 4 2007-01-01 207 63 4 0 2.29885057471264 1.68888888888889 0.893684987420559 -0.765674346748644 3.38983050847458 -0.518851374372283 -0.678330513090751 1.69635579924058
CN06-165 18 NA 42 2006-09-05 Male 2006 J SR 2006 FALSE CN06-071 CN06-M13 0 1.00554269718454 1.19594615489222 CN06-165 0 0 0 0 0 2006-01-01 247 103 0 0 0 0 0.391515284424419 -0.0700618913027372 0 0.648534015061281 0.529258799356596 0.00703045863402638
CN06-165 20 NA NA 2006-09-06 Male 2006 J SR/PR 2006 FALSE CN06-071 CN06-M13 0 1.00554269718454 1.19594615489222 CN06-165 0 0 0 0 0 2006-01-01 248 104 0 0 0 0 0.391515284424419 -0.0700618913027372 0 0.67771864979712 0.566905032440421 0.00355070210274423
CN06-165 31 NA NA 2006-09-28 Male 2006 J PW/SR/FZ 2006 FALSE CN06-071 CN06-M13 0 1.08804100881129 1.44546434710971 CN06-165 0 0 0 0 0 2006-01-01 270 126 0 0 0 0 0.0961213414855136 0.62555056414317 0 1.31978061398558 1.4871462856006 0.00175975858788244
CN06-165 29 NA NA 2006-09-29 Male 2006 J PW/KG 2006 FALSE CN06-071 CN06-M13 0 1.08804100881129 1.6949825393272 CN06-165 0 0 0 0 0 2006-01-01 271 127 0 0 0 0 0.686909227363325 -0.209184382391919 0 1.34896524872142 1.53315834825861 0.00143133510601827
CN06-166 19 NA 40 2006-09-05 Female 2006 J SR 2006 FALSE CN06-076 CN06-058 0 1.41803425531831 1.19594615489222 CN06-166 0 0 0 0 0 2006-01-01 247 103 0 0 0 0 0.391515284424419 0.138621845331035 0 0.648534015061281 0.529258799356596 0.00838883825377901
CN06-166 27 NA NA 2006-09-28 Female 2006 J PW/SR/FZ 2006 FALSE CN06-076 CN06-058 0 1.41803425531831 0.946427962674732 CN06-166 0 0 0 0 0 2006-01-01 270 126 0 0 0 0 -1.08545443027011 2.01677547503498 0 1.31978061398558 1.4871462856006 0.00180517778409692
CN06-166 23 NA NA 2006-09-29 Female 2006 J PW/KG 2006 FALSE CN06-076 CN06-058 0 1.50053256694507 1.44546434710971 CN06-166 0 0 0 0 0 2006-01-01 271 127 0 0 0 0 -1.67624231614792 2.71238793048089 0 1.34896524872142 1.53315834825861 0.0037701587955908
CN06-167 28 NA 54 2006-09-05 Female 2006 J SR 2006 FALSE CN06-071 CN06-M13 0 1.33553594369156 1.94450073154469 CN06-167 0 0 0 0 0 2006-01-01 247 103 0 0 0 0 0.893684987420559 -0.626551855659463 0 0.648534015061281 0.529258799356596 0.000427837248344254
CN06-167 31 NA NA 2006-09-28 Female 2006 J PW/SR/FZ 2006 FALSE CN06-071 CN06-M13 0 1.08804100881129 1.6949825393272 CN06-167 0 0 0 0 0 2006-01-01 270 126 0 0 0 0 0.686909227363325 -0.209184382391919 0 1.31978061398558 1.4871462856006 0.00679448463388613
CN06-167 30 NA NA 2006-09-29 Female 2006 J PW/KG 2006 FALSE CN06-071 CN06-M13 0 1.33553594369156 1.94450073154469 CN06-167 0 0 0 0 0 2006-01-01 271 127 0 0 0 0 0.893684987420559 -0.626551855659463 0 1.34896524872142 1.53315834825861 0.00517632176587141
CN06-168 19 NA 37 2006-09-05 Female 2006 J SR 2006 FALSE CN06-077 CN06-M13 0 1.33553594369156 1.6949825393272 CN06-168 0 0 0 0 0 2006-01-01 247 103 0 0 0 0 0.391515284424419 -0.0700618913027372 0 0.648534015061281 0.529258799356596 0.000994705268874092
CN06-168 22 NA NA 2006-09-06 Female 2006 J SR/PR 2006 FALSE CN06-077 CN06-M13 0 1.33553594369156 1.94450073154469 CN06-168 0 0 0 0 0 2006-01-01 248 104 0 0 0 0 0.893684987420559 -0.626551855659463 0 0.67771864979712 0.566905032440421 0.00159113248448547
CN06-169 22 NA 41.5 2006-09-05 Male 2006 J SR 2006 FALSE CN06-071 CN06-058 0 1.08804100881129 1.94450073154469 CN06-169 0 1 0 0 8 2006-01-01 247 103 2 3.60606060606061 1.4954954954955 4.13953488372093 0.893684987420559 -0.765674346748644 0 0.648534015061281 0.529258799356596 4.14182953912716
CN06-169 27 NA 53 2006-09-29 Male 2006 J PW 2006 FALSE CN06-071 CN06-058 0 1.00554269718454 1.44546434710971 CN06-169 0 1 0 0 8 2006-01-01 271 127 2 3.60606060606061 1.4954954954955 4.13953488372093 0.391515284424419 -0.3483068734811 0 1.34896524872142 1.53315834825861 4.14667526984019
CN06-169 41 115 60 2007-06-14 Male 2007 A PW 2006 FALSE CN06-071 CN06-058 0 1.41803425531831 0.946427962674732 CN06-169 1 0 0 8 8 2007-01-01 164 20 8 0 5.90476190476191 4.13953488372093 -1.08545443027011 2.01677547503498 7.15384615384615 -1.77379066801336 -1.3274097685312 4.14087094046107
CN06-169 45 116 61 2007-07-13 Male 2007 A PW 2006 FALSE CN06-071 CN06-058 0 1.41803425531831 0.696909770457243 CN06-169 1 0 0 8 8 2007-01-01 193 49 8 0 5.90476190476191 4.13953488372093 -0.199272601453392 0.277744336420216 7.15384615384615 -0.927436260674031 -0.963496182054221 4.14557031272951
CN06-169 42 118 65 2007-07-26 Male 2007 A PW 2006 FALSE CN06-071 CN06-058 0 1.33553594369156 -0.0516448061952222 CN06-169 1 0 0 8 8 2007-01-01 206 62 8 0 5.90476190476191 4.13953488372093 -0.790060487331203 0.62555056414317 7.15384615384615 -0.548036009108122 -0.701063745629293 4.14476125701738
CN06-170 29 NA 48.5 2006-09-05 Female 2006 J SR 2006 FALSE CN06-077 CN06-M13 0 0.923044385557782 2.19401892376217 CN06-170 0 0 0 0 0 2006-01-01 247 103 0 0 0 0 0.834606198832777 -0.765674346748644 0 0.648534015061281 0.529258799356596 0.0101466771214472
CN06-170 30 NA NA 2006-09-06 Female 2006 J SR/PR 2006 FALSE CN06-077 CN06-M13 0 0.923044385557782 1.94450073154469 CN06-170 0 0 0 0 0 2006-01-01 248 104 0 0 0 0 0.95276377600834 -0.765674346748644 0 0.67771864979712 0.566905032440421 0.00919398195786693
CN06-170 33 NA NA 2006-09-28 Female 2006 J PW/SR/FZ 2006 FALSE CN06-077 CN06-M13 0 1.00554269718454 1.6949825393272 CN06-170 0 0 0 0 0 2006-01-01 270 126 0 0 0 0 0.686909227363325 -0.0700618913027372 0 1.31978061398558 1.4871462856006 0.00330918958280074
CN06-170 33 NA NA 2006-09-29 Female 2006 J PW/KG 2006 FALSE CN06-077 CN06-M13 0 1.00554269718454 1.6949825393272 CN06-170 0 0 0 0 0 2006-01-01 271 127 0 0 0 0 0.686909227363325 -0.0700618913027372 0 1.34896524872142 1.53315834825861 0.0190913410604734
CN06-171 20 NA 41 2006-09-05 Female 2006 J SR 2006 FALSE CN06-104 CN06-042 0 0.42805451579725 1.94450073154469 CN06-171 0 0 0 0 3 2006-01-01 247 103 0 0 0 1.26666666666667 0.0961213414855136 0.973356791866123 0 0.648534015061281 0.529258799356596 1.26815314693221
CN06-171 27 NA NA 2006-09-29 Female 2006 J PW/KG 2006 FALSE CN06-104 CN06-042 0 0.42805451579725 1.94450073154469 CN06-171 0 0 0 0 3 2006-01-01 271 127 0 0 0 1.26666666666667 0.0961213414855136 0.973356791866123 0 1.34896524872142 1.53315834825861 1.27177703120113
CN06-172 24 NA 53 2006-09-06 Male 2006 J SR 2006 FALSE CN06-050 CN06-085 0 0.510552827424006 1.19594615489222 CN06-172 0 0 0 0 0 2006-01-01 248 104 0 0 0 0 0.864145593126668 -0.765674346748644 0 0.67771864979712 0.566905032440421 0.00200692183502772
CN06-172 29 NA NA 2006-09-13 Male 2006 J SR/MW 2006 FALSE CN06-050 CN06-085 0 -1.30441002836461 -0.0516448061952222 CN06-172 0 0 0 0 0 2006-01-01 255 111 0 0 0 0 -1.67624231614792 1.32116301958908 0 0.882011092947994 0.840613152204466 0.00279113082791566
CN06-173 22 NA 37 2006-09-06 Female 2006 J SR 2006 FALSE CN06-104 CN06-042 0 0.510552827424006 1.44546434710971 CN06-173 0 0 0 0 0 2006-01-01 248 104 0 0 0 0 0.95276377600834 -0.765674346748644 0 0.67771864979712 0.566905032440421 0.00762703426990865
CN06-173 31 NA NA 2006-09-28 Female 2006 J PW/SR/FZ 2006 FALSE CN06-104 CN06-042 0 0.510552827424006 1.94450073154469 CN06-173 0 0 0 0 0 2006-01-01 270 126 0 0 0 0 0.95276377600834 -0.765674346748644 0 1.31978061398558 1.4871462856006 0.0118963411002927
CN06-174 22 NA 39 2006-09-06 Male 2006 J SR 2006 FALSE CN06-076 CN06-085 0 1.33553594369156 1.19594615489222 CN06-174 0 0 0 0 0 2006-01-01 248 104 0 0 0 0 -0.199272601453392 1.66896924731203 0 0.67771864979712 0.566905032440421 0.015382057283092
CN06-174 24 NA NA 2006-09-08 Male 2006 J SR/PR 2006 FALSE CN06-076 CN06-085 0 1.41803425531831 0.696909770457243 CN06-174 0 0 0 0 0 2006-01-01 250 106 0 0 0 0 -0.199272601453392 0.277744336420216 0 0.736087919268799 0.643288693769922 0.00700480061676315
CN06-175 35 NA 51 2006-09-06 Female 2006 J SR 2006 FALSE CN06-094 CN06-M5 0 1.41803425531831 0.946427962674732 CN06-175 0 0 0 0 2 2006-01-01 248 104 0 0 0 0.844444444444445 -1.08545443027011 2.01677547503498 0 0.67771864979712 0.566905032440421 0.85915520135591
CN06-175 40 NA NA 2006-09-07 Female 2006 J SR/PR 2006 FALSE CN06-094 CN06-M5 0 1.41803425531831 -0.301162998412711 CN06-175 0 0 0 0 2 2006-01-01 249 105 0 0 0 0.844444444444445 0.95276377600834 -0.765674346748644 0 0.706903284532959 0.604914997244863 0.865187059871585
CN06-175 38 NA NA 2006-09-08 Female 2006 J SR/PR 2006 FALSE CN06-094 CN06-M5 0 1.2530376320648 -0.550681190630199 CN06-175 0 0 0 0 2 2006-01-01 250 106 0 0 0 0.844444444444445 -1.97163625908683 -0.765674346748644 0 0.736087919268799 0.643288693769922 0.860031949808459
CN06-175 38 NA NA 2006-10-03 Female 2006 J UK/SR 2006 FALSE CN06-094 CN06-M5 0 1.33553594369156 -0.550681190630199 CN06-175 0 0 0 0 2 2006-01-01 275 131 0 0 0 0.844444444444445 -1.97163625908683 0.62555056414317 0 1.46570378766478 1.72084391609681 0.844713165352379
CN06-176 30 NA 50 2006-09-06 Male 2006 J SR 2006 FALSE CN06-077 CN06-M13 0 1.33553594369156 2.19401892376217 CN06-176 0 0 0 0 0 2006-01-01 248 104 0 0 0 0 0.391515284424419 0.62555056414317 0 0.67771864979712 0.566905032440421 0.00221936834349571
CN06-177 17 NA 41 2006-09-07 Male 2006 J SR 2006 FALSE CN06-108 CN06-064 0 0.675549450677516 -0.0516448061952222 CN06-177 0 0 0 0 0 2006-01-01 249 105 0 0 0 0 0.98230317030223 -0.765674346748644 0 0.706903284532959 0.604914997244863 0.0138049265495514
CN06-177 18 NA NA 2006-09-08 Male 2006 J SR/PR 2006 FALSE CN06-108 CN06-064 0 0.675549450677516 0.447391578239755 CN06-177 0 0 0 0 0 2006-01-01 250 106 0 0 0 0 0.686909227363325 -0.209184382391919 0 0.736087919268799 0.643288693769922 0.00747273505062504
CN06-177 NA NA NA 2006-09-27 Male 2006 J PW/SR 2006 FALSE CN06-108 CN06-064 0 0.675549450677516 -0.0516448061952222 CN06-177 0 0 0 0 0 2006-01-01 269 125 0 0 0 0 0.98230317030223 -0.765674346748644 0 1.29059597924974 1.44149795466321 0.00715736653922218
CN06-178 26 NA 45 2006-09-07 Female 2006 J SR 2006 FALSE CN06-051 CN06-M13 0 1.00554269718454 -0.0516448061952222 CN06-178 0 0 0 0 0 2006-01-01 249 105 0 0 0 0 0.95276377600834 -0.765674346748644 0 0.706903284532959 0.604914997244863 0.0131753969613215
CN06-178 26 NA NA 2006-09-08 Female 2006 J SR/PR 2006 FALSE CN06-051 CN06-M13 0 1.00554269718454 -0.301162998412711 CN06-178 0 0 0 0 0 2006-01-01 250 106 0 0 0 0 -1.08545443027011 2.01677547503498 0 0.736087919268799 0.643288693769922 0.00726424330697959
CN06-178 30 NA NA 2006-09-27 Female 2006 J PW/SR 2006 FALSE CN06-051 CN06-M13 0 0.840546073931027 -0.0516448061952222 CN06-178 0 0 0 0 0 2006-01-01 269 125 0 0 0 0 -0.937757458800656 -0.765674346748644 0 1.29059597924974 1.44149795466321 0.00116128241962724
CN06-178 31 NA NA 2006-10-03 Female 2006 J UK/SR 2006 FALSE CN06-051 CN06-M13 0 1.00554269718454 -0.0516448061952222 CN06-178 0 0 0 0 0 2006-01-01 275 131 0 0 0 0 0.95276377600834 -0.765674346748644 0 1.46570378766478 1.72084391609681 0.000396915826894933
CN06-179 24 NA 49 2006-09-07 Male 2006 J SR 2006 FALSE CN06-051 CN06-M13 0 1.08804100881129 -0.0516448061952222 CN06-179 0 1 0 0 12 2006-01-01 249 105 2 3.60606060606061 1.4954954954955 6.20930232558139 -1.67624231614792 0.62555056414317 0 0.706903284532959 0.604914997244863 6.21537337518493
CN06-179 26 NA NA 2006-09-08 Male 2006 J SR/PR 2006 FALSE CN06-051 CN06-M13 0 1.08804100881129 -0.0516448061952222 CN06-179 0 1 0 0 12 2006-01-01 250 106 2 3.60606060606061 1.4954954954955 6.20930232558139 -1.67624231614792 0.62555056414317 0 0.736087919268799 0.643288693769922 6.2197310642718
CN06-179 30 NA NA 2006-10-03 Male 2006 J UK/SR 2006 FALSE CN06-051 CN06-M13 0 1.08804100881129 -0.550681190630199 CN06-179 0 1 0 0 12 2006-01-01 275 131 2 3.60606060606061 1.4954954954955 6.20930232558139 -1.82393928761737 0.62555056414317 0 1.46570378766478 1.72084391609681 6.21391762760972
CN06-179 46 122 63 2007-06-13 Male 2007 A PW 2006 FALSE CN06-051 CN06-M13 0 -0.479426912097058 -0.550681190630199 CN06-179 1 0 0 12 12 2007-01-01 163 19 12 0 8.85714285714286 6.20930232558139 0.834606198832777 -0.765674346748644 10.7307692307692 -1.8029753027492 -1.33450253708323 6.23069141285528
CN06-179 48 114 68 2007-06-19 Male 2007 A JR 2006 FALSE CN06-051 CN06-M13 0 -0.644423535350568 -0.800199382847688 CN06-179 1 0 0 12 12 2007-01-01 169 25 12 0 8.85714285714286 6.20930232558139 -0.790060487331203 0.973356791866123 10.7307692307692 -1.62786749433417 -1.28648994996182 6.21363841313562
CN06-179 47 123 62 2007-06-20 Male 2007 A PW 2006 FALSE CN06-051 CN06-M13 0 -0.479426912097058 0.447391578239755 CN06-179 1 0 0 12 12 2007-01-01 170 26 12 0 8.85714285714286 6.20930232558139 0.95276377600834 -0.765674346748644 10.7307692307692 -1.59868285959833 -1.2772147910861 6.21917308595512
CN06-179 46 121 69 2007-07-17 Male 2007 A JR 2006 FALSE CN06-051 CN06-M13 0 -0.479426912097058 -1.04971757506518 CN06-179 1 0 0 12 12 2007-01-01 197 53 12 0 8.85714285714286 6.20930232558139 -1.67624231614792 -0.209184382391919 10.7307692307692 -0.810697721730674 -0.88929491104842 6.21090153579123
CN06-179 48 124 63 2007-07-18 Male 2007 A PW 2006 FALSE CN06-051 CN06-M13 0 -0.479426912097058 0.197873386022266 CN06-179 1 0 0 12 12 2007-01-01 198 54 12 0 8.85714285714286 6.20930232558139 0.923224381714449 -0.765674346748644 10.7307692307692 -0.781513086994835 -0.869835263995428 6.21515010078067
CN06-179 49 124 66 2007-08-14 Male 2007 A PW 2006 FALSE CN06-051 CN06-M13 0 -0.809420158604079 -0.800199382847688 CN06-179 1 0 0 12 12 2007-01-01 225 81 12 0 8.85714285714286 6.20930232558139 -1.82393928761737 -0.0700618913027372 10.7307692307692 0.00647205087282077 -0.206934203171546 6.21471881213786
CN06-179 52 123 63 2007-08-15 Male 2007 A JR 2006 FALSE CN06-051 CN06-M13 0 -0.644423535350568 0.447391578239755 CN06-179 1 0 0 12 12 2007-01-01 226 82 12 0 8.85714285714286 6.20930232558139 -0.790060487331203 1.32116301958908 10.7307692307692 0.0356566856086599 -0.177290067941287 6.21169956575778
CN06-179 49 124 67 2007-09-08 Male 2007 A PW 2006 FALSE CN06-051 CN06-M13 0 -0.314430288843547 -1.29923576728266 CN06-179 1 0 0 12 12 2007-01-01 250 106 12 0 8.85714285714286 6.20930232558139 0.686909227363325 -0.765674346748644 10.7307692307692 0.736087919268799 0.643288693769922 6.21861167455281
CN06-179 52 121 66 2007-09-13 Male 2007 A JR 2006 FALSE CN06-051 CN06-M13 0 -0.726921846977323 -1.29923576728266 CN06-179 1 0 0 12 12 2007-01-01 255 111 12 0 8.85714285714286 6.20930232558139 -0.494666544392298 -0.0700618913027372 10.7307692307692 0.882011092947994 0.840613152204466 6.21771417690509
CN06-179 54 121 66 2007-09-14 Male 2007 A JR 2006 FALSE CN06-051 CN06-M13 0 -0.809420158604079 -0.550681190630199 CN06-179 1 0 0 12 12 2007-01-01 256 112 12 0 8.85714285714286 6.20930232558139 -1.08545443027011 2.71238793048089 10.7307692307692 0.911195727683833 0.881169239053225 6.21476686848997
CN06-179 52 126 66 2007-09-24 Male 2007 A PW 2006 FALSE CN06-051 CN06-M13 0 -0.479426912097058 -0.550681190630199 CN06-179 1 0 0 12 12 2007-01-01 266 122 12 0 8.85714285714286 6.20930232558139 0.834606198832777 -0.765674346748644 10.7307692307692 1.20304207504222 1.30673535217473 6.21461228517555
CN06-180 24 NA 48 2006-09-07 Female 2006 J SR 2006 FALSE CN06-094 CN06-M12 0 1.2530376320648 -0.0516448061952222 CN06-180 0 1 0 0 2 2006-01-01 249 105 2 3.60606060606061 1.08108108108108 0.844444444444445 -1.82393928761737 1.32116301958908 0 0.706903284532959 0.604914997244863 0.852643502041536
CN06-180 26 NA NA 2006-10-03 Female 2006 J UK/SR 2006 FALSE CN06-094 CN06-M12 0 1.17053932043805 -0.550681190630199 CN06-180 0 1 0 0 2 2006-01-01 275 131 2 3.60606060606061 1.08108108108108 0.844444444444445 -1.08545443027011 0.277744336420216 0 1.46570378766478 1.72084391609681 0.84668822729238
CN06-180 39 113 54 2007-07-26 Female 2007 A PW 2006 FALSE CN06-094 CN06-M12 0 1.17053932043805 -0.301162998412711 CN06-180 1 0 0 2 2 2007-01-01 206 62 2 0 1.14942528735632 0.844444444444445 -1.38084837320901 0.277744336420216 1.69491525423729 -0.548036009108122 -0.701063745629293 0.847770521725337
CN06-180 36 116 54 2007-09-09 Female 2007 A PW 2006 FALSE CN06-094 CN06-M12 0 1.2530376320648 -0.301162998412711 CN06-180 1 0 0 2 2 2007-01-01 251 107 2 0 1.14942528735632 0.844444444444445 -1.67624231614792 1.32116301958908 1.69491525423729 0.765272554004638 0.682026122015597 0.84847158782889
CN06-180 39 115 54 2007-10-03 Female 2007 A JR 2006 FALSE CN06-094 CN06-M12 0 1.2530376320648 -0.550681190630199 CN06-180 1 0 0 2 2 2007-01-01 275 131 2 0 1.14942528735632 0.844444444444445 -1.97163625908683 -0.765674346748644 1.69491525423729 1.46570378766478 1.72084391609681 0.851207110763275
CN06-181 25 NA 46 2006-09-07 Male 2006 J SR 2006 FALSE CN06-083 0 0 1.50053256694507 -0.800199382847688 CN06-181 0 0 0 0 0 2006-01-01 249 105 0 0 0 0 -1.67624231614792 -0.417868119025691 0 0.706903284532959 0.604914997244863 0.000627918676952672
CN06-182 25 NA 51 2006-09-07 Female 2006 J SR 2006 FALSE CN06-081 CN06-085 0 1.41803425531831 0.197873386022266 CN06-182 0 1 0 0 6 2006-01-01 249 105 2 3.60606060606061 1.08108108108108 2.53333333333333 0.391515284424419 -0.0700618913027372 0 0.706903284532959 0.604914997244863 2.53639045370681
CN06-182 NA NA NA 2006-10-03 Female 2006 J UK/SR 2006 FALSE CN06-081 CN06-085 0 1.33553594369156 0.696909770457243 CN06-182 0 1 0 0 6 2006-01-01 275 131 2 3.60606060606061 1.08108108108108 2.53333333333333 -0.790060487331203 2.01677547503498 0 1.46570378766478 1.72084391609681 2.54132541107995
CN06-182 30 115 51 2007-06-14 Female 2007 A PW 2006 FALSE CN06-081 CN06-085 0 1.41803425531831 1.19594615489222 CN06-182 1 0 0 6 6 2007-01-01 164 20 6 0 3.44827586206897 2.53333333333333 0.391515284424419 0.138621845331035 5.08474576271187 -1.77379066801336 -1.3274097685312 2.54221001462522
CN06-182 34 109 61 2007-07-14 Female 2007 A JR 2006 FALSE CN06-081 CN06-085 0 1.33553594369156 1.19594615489222 CN06-182 1 0 0 6 6 2007-01-01 194 50 6 0 3.44827586206897 2.53333333333333 -0.199272601453392 1.66896924731203 5.08474576271187 -0.898251625938192 -0.945491461883696 2.55116507652161
CN06-182 34 111 57 2007-07-26 Female 2007 A PW 2006 FALSE CN06-081 CN06-085 0 1.50053256694507 0.696909770457243 CN06-182 1 0 0 6 6 2007-01-01 206 62 6 0 3.44827586206897 2.53333333333333 0.686909227363325 -0.417868119025691 5.08474576271187 -0.548036009108122 -0.701063745629293 2.54325108307511
CN06-182 35 111 57 2007-07-27 Female 2007 A PW 2006 FALSE CN06-081 CN06-085 0 1.41803425531831 0.946427962674732 CN06-182 1 0 0 6 6 2007-01-01 207 63 6 0 3.44827586206897 2.53333333333333 -1.08545443027011 2.01677547503498 5.08474576271187 -0.518851374372283 -0.678330513090751 2.54421738046834
CN06-182 30 111 56 2007-09-09 Female 2007 A PW 2006 FALSE CN06-081 CN06-085 0 1.41803425531831 0.696909770457243 CN06-182 1 0 0 6 6 2007-01-01 251 107 6 0 3.44827586206897 2.53333333333333 -0.199272601453392 0.277744336420216 5.08474576271187 0.765272554004638 0.682026122015597 2.53695890809004
CN06-182 36 113 56 2007-09-10 Female 2007 A JR 2006 FALSE CN06-081 CN06-085 0 1.33553594369156 1.19594615489222 CN06-182 1 0 0 6 6 2007-01-01 252 108 6 0 3.44827586206897 2.53333333333333 -0.199272601453392 1.66896924731203 5.08474576271187 0.794457188740477 0.72112728198189 2.53658418424863
CN06-182 34 108 49 2007-10-03 Female 2007 A JR 2006 FALSE CN06-081 CN06-085 0 1.50053256694507 0.447391578239755 CN06-182 1 0 0 6 6 2007-01-01 275 131 6 0 3.44827586206897 2.53333333333333 -1.67624231614792 3.4080003859268 5.08474576271187 1.46570378766478 1.72084391609681 2.55543940156968
CN06-183 26 NA 49 2006-09-07 Female 2006 J SR 2006 FALSE CN06-081 CN06-058 0 1.50053256694507 0.696909770457243 CN06-183 0 0 0 0 0 2006-01-01 249 105 0 0 0 0 0.686909227363325 -0.417868119025691 0 0.706903284532959 0.604914997244863 0.00231776279182261
CN06-183 29 NA NA 2006-09-29 Female 2006 J PW/KG 2006 FALSE CN06-081 CN06-058 0 1.41803425531831 1.19594615489222 CN06-183 0 0 0 0 0 2006-01-01 271 127 0 0 0 0 0.391515284424419 0.138621845331035 0 1.34896524872142 1.53315834825861 0.00231995343119882
CN06-183 NA NA NA 2006-10-03 Female 2006 J UK/SR 2006 FALSE CN06-081 CN06-058 0 1.50053256694507 0.696909770457243 CN06-183 0 0 0 0 0 2006-01-01 275 131 0 0 0 0 0.686909227363325 -0.417868119025691 0 1.46570378766478 1.72084391609681 0.0022523855497713
CN06-184 28 NA 54 2006-09-07 Female 2006 J SR 2006 FALSE CN06-050 CN06-085 0 1.17053932043805 0.447391578239755 CN06-184 0 1 0 0 1 2006-01-01 249 105 2 3.60606060606061 1.08108108108108 0.422222222222222 -1.67624231614792 2.71238793048089 0 0.706903284532959 0.604914997244863 0.428399892500541
CN06-184 27 NA NA 2006-09-08 Female 2006 J SR/PR 2006 FALSE CN06-050 CN06-085 0 1.17053932043805 0.447391578239755 CN06-184 0 1 0 0 1 2006-01-01 250 106 2 3.60606060606061 1.08108108108108 0.422222222222222 -1.67624231614792 2.71238793048089 0 0.736087919268799 0.643288693769922 0.428338104166683
CN06-184 28 NA NA 2006-09-29 Female 2006 J PW/KG 2006 FALSE CN06-050 CN06-085 0 1.08804100881129 0.946427962674732 CN06-184 0 1 0 0 1 2006-01-01 271 127 2 3.60606060606061 1.08108108108108 0.422222222222222 -1.08545443027011 2.71238793048089 0 1.34896524872142 1.53315834825861 0.435391969048337
CN06-184 29 NA NA 2006-10-03 Female 2006 J UK/SR 2006 FALSE CN06-050 CN06-085 0 1.00554269718454 0.447391578239755 CN06-184 0 1 0 0 1 2006-01-01 275 131 2 3.60606060606061 1.08108108108108 0.422222222222222 -1.97163625908683 2.01677547503498 0 1.46570378766478 1.72084391609681 0.444819583831148
CN06-184 38 115 62 2007-06-14 Female 2007 A PW 2006 FALSE CN06-050 CN06-085 0 1.17053932043805 1.94450073154469 CN06-184 1 0 0 1 1 2007-01-01 164 20 1 0 0.574712643678161 0.422222222222222 0.243818312954966 -0.0700618913027372 0.847457627118644 -1.77379066801336 -1.3274097685312 0.422283922237271
CN06-185 38 NA 51.5 2006-09-07 Female 2006 A SR 2005 FALSE 0 0 0 1.17053932043805 0.197873386022266 CN06-185 1 0 0 2 2 2006-01-01 249 105 2 0 1.08108108108108 0.520833333333333 -1.97163625908683 2.01677547503498 1.6260162601626 0.706903284532959 0.604914997244863 0.522856041442889
CN06-185 38 NA NA 2006-09-08 Female 2006 A SR/PR 2005 FALSE 0 0 0 1.2530376320648 -0.0516448061952222 CN06-185 1 0 0 2 2 2006-01-01 250 106 2 0 1.08108108108108 0.520833333333333 -1.82393928761737 1.32116301958908 1.6260162601626 0.736087919268799 0.643288693769922 0.526435495312578
CN06-186 26 NA 49 2006-09-07 Female 2006 J SR 2006 FALSE CN06-094 CN06-086 0 1.2530376320648 0.197873386022266 CN06-186 0 0 0 0 0 2006-01-01 249 105 0 0 0 0 -0.790060487331203 2.01677547503498 0 0.706903284532959 0.604914997244863 0.0236703233374346
CN06-186 25 NA NA 2006-09-08 Female 2006 J SR/PR 2006 FALSE CN06-094 CN06-086 0 1.2530376320648 0.197873386022266 CN06-186 0 0 0 0 0 2006-01-01 250 106 0 0 0 0 -0.790060487331203 2.01677547503498 0 0.736087919268799 0.643288693769922 0.00397370661258916
