id Weight Body_Length Tail_Length Date Sex Year Age Who Cohort Wolfgruoben Mother Father f X_Position Y_Position animal Age3 Phi Im ARS LRS Origin Julian RelativeJulian ARSS rPhi rARSS rLRS rock_coverage herb_coverage rARS StDate StDateSq rLRS2
CN09-070 29 100 51 2009-09-18 Male 2009 J MS 2009 FALSE CN08-101 CN08-059 0 -0.561925223723813 -0.550681190630199 CN09-070 0 0 0 0 0 2009-01-01 260 116 0 0 0 0 0.0961213414855136 0.973356791866123 0 1.02793426662719 1.04703090365443 0.0137797689178142
CN09-071 26 94 44 2009-08-25 Female 2009 J GC 2009 FALSE CN08-101 CN08-059 0 -0.479426912097058 -0.550681190630199 CN09-071 0 1 0 0 1 2009-01-01 236 92 2 3.05263157894737 0.971751412429378 0.775193798449612 0.834606198832777 -0.765674346748644 0 0.327503032967051 0.139156528995216 0.782989609750777
CN09-071 42 116 59 2010-06-24 Female 2010 A PW 2009 FALSE CN08-101 CN08-059 0 -0.479426912097058 0.197873386022266 CN09-071 1 0 0 1 1 2010-01-01 174 30 1 0 0.795454545454546 0.775193798449612 0.923224381714449 -0.765674346748644 1 -1.48194432065497 -1.23647683837703 0.784713513197263
CN09-071 39 116 58 2010-07-07 Female 2010 A PW 2009 FALSE CN08-101 CN08-059 0 -0.479426912097058 0.197873386022266 CN09-071 1 0 0 1 1 2010-01-01 187 43 1 0 0.795454545454546 0.775193798449612 0.923224381714449 -0.765674346748644 1 -1.10254406908907 -1.06388613694442 0.791559222484397
CN09-071 39 114 60 2010-08-11 Female 2010 A PW 2009 FALSE CN08-101 CN08-059 0 -0.396928600470302 -0.0516448061952222 CN09-071 1 0 0 1 1 2010-01-01 222 78 1 0 0.795454545454546 0.775193798449612 0.98230317030223 -0.765674346748644 1 -0.0810818533346966 -0.293684218538622 0.790958378699862
CN09-072 30 99 49 2009-08-25 Male 2009 J GC 2009 FALSE CN08-036 CN08-050 0 -0.314430288843547 -0.550681190630199 CN09-072 0 0 0 0 0 2009-01-01 236 92 0 0 0 0 0.834606198832777 -0.556990610114872 0 0.327503032967051 0.139156528995216 0.00749713261262181
CN09-073 27 100 44 2009-08-25 Female 2009 J GC 2009 FALSE CN08-036 CN08-050 0 -0.314430288843547 -1.29923576728266 CN09-073 0 1 0 0 2 2009-01-01 236 92 2 3.05263157894737 0.971751412429378 1.55038759689922 0.686909227363325 -0.765674346748644 0 0.327503032967051 0.139156528995216 1.56039098937621
CN09-073 31 103 50 2009-09-18 Female 2009 J MS 2009 FALSE CN08-036 CN08-050 0 -0.231931977216792 -0.800199382847688 CN09-073 0 1 0 0 2 2009-01-01 260 116 2 3.05263157894737 0.971751412429378 1.55038759689922 -1.38084837320901 1.32116301958908 0 1.02793426662719 1.04703090365443 1.56366265710472
CN09-073 45 121 58 2010-07-02 Female 2010 A PW 2009 FALSE CN08-036 CN08-050 0 -0.314430288843547 -1.29923576728266 CN09-073 1 0 0 2 2 2010-01-01 182 38 2 0 1.59090909090909 1.55038759689922 0.686909227363325 -0.765674346748644 2 -1.24846724276826 -1.1375418103693 1.55500163589885
CN09-074 28 95 44 2009-08-25 Female 2009 J GC 2009 FALSE CN08-036 CN08-050 0 -0.149433665590036 -1.04971757506518 CN09-074 0 0 0 0 0 2009-01-01 236 92 0 0 0 0 -1.67624231614792 2.01677547503498 0 0.327503032967051 0.139156528995216 0.0141509795763052
CN09-075 23 96 43 2009-08-25 Female 2009 J GC 2009 FALSE CN08-113 CN08-022 0 0.0980612692902293 -0.550681190630199 CN09-075 0 1 0 0 5 2009-01-01 236 92 2 3.05263157894737 0.971751412429378 3.87596899224806 0.98230317030223 -0.765674346748644 0 0.327503032967051 0.139156528995216 3.89930807979532
CN09-075 22 97 42 2009-08-26 Female 2009 J PW 2009 FALSE CN08-113 CN08-022 0 -0.0669353539632812 0.696909770457243 CN09-075 0 1 0 0 5 2009-01-01 237 93 2 3.05263157894737 0.971751412429378 3.87596899224806 0.98230317030223 -0.765674346748644 0 0.35668766770289 0.172801713152258 3.88714434474616
CN09-075 30 105 46 2009-09-18 Female 2009 J MS 2009 FALSE CN08-113 CN08-022 0 0.0980612692902293 -0.550681190630199 CN09-075 0 1 0 0 5 2009-01-01 260 116 2 3.05263157894737 0.971751412429378 3.87596899224806 0.98230317030223 -0.765674346748644 0 1.02793426662719 1.04703090365443 3.87800937050935
CN09-075 32 109 50 2009-09-24 Female 2009 J PW 2009 FALSE CN08-113 CN08-022 0 0.0155629576634741 0.197873386022266 CN09-075 0 1 0 0 5 2009-01-01 266 122 2 3.05263157894737 0.971751412429378 3.87596899224806 0.893684987420559 -0.765674346748644 0 1.20304207504222 1.30673535217473 3.89066927224481
CN09-075 30 109 49 2009-09-25 Female 2009 J PW 2009 FALSE CN08-113 CN08-022 0 0.0155629576634741 0.946427962674732 CN09-075 0 1 0 0 5 2009-01-01 267 123 2 3.05263157894737 0.971751412429378 3.87596899224806 0.98230317030223 -0.765674346748644 0 1.23222670977806 1.35129248795027 3.88671321729248
CN09-075 32 118 54 2010-06-23 Female 2010 A PW 2009 FALSE CN08-113 CN08-022 0 0.0155629576634741 -0.800199382847688 CN09-075 1 0 0 5 5 2010-01-01 173 29 5 0 3.97727272727273 3.87596899224806 0.391515284424419 0.138621845331035 5 -1.51112895539081 -1.24720692413522 3.88673407507322
CN09-075 39 121 54 2010-06-30 Female 2010 A PW 2009 FALSE CN08-113 CN08-022 0 0.180559580916985 0.197873386022266 CN09-075 1 0 0 5 5 2010-01-01 180 36 5 0 3.97727272727273 3.87596899224806 0.923224381714449 -0.765674346748644 5 -1.30683651223994 -1.16445795769493 3.8817100772254
CN09-075 40 117 55 2010-07-01 Female 2010 A PW 2009 FALSE CN08-113 CN08-022 0 0.0980612692902293 0.197873386022266 CN09-075 1 0 0 5 5 2010-01-01 181 37 5 0 3.97727272727273 3.87596899224806 0.98230317030223 -0.765674346748644 5 -1.2776518775041 -1.15118174989242 3.87673572032688
CN09-075 37 117 55 2010-07-02 Female 2010 A PW 2009 FALSE CN08-113 CN08-022 0 0.0155629576634741 -0.800199382847688 CN09-075 1 0 0 5 5 2010-01-01 182 38 5 0 3.97727272727273 3.87596899224806 0.391515284424419 0.138621845331035 5 -1.24846724276826 -1.1375418103693 3.89537330967632
CN09-075 39 116 58 2010-07-08 Female 2010 A JK 2009 FALSE CN08-113 CN08-022 0 0.180559580916985 0.197873386022266 CN09-075 1 0 0 5 5 2010-01-01 188 44 5 0 3.97727272727273 3.87596899224806 0.923224381714449 -0.765674346748644 5 -1.07335943435323 -1.0480638070976 3.89408474885617
CN09-075 45 117 57 2010-07-09 Female 2010 A JK 2009 FALSE CN08-113 CN08-022 0 0.0980612692902293 -0.0516448061952222 CN09-075 1 0 0 5 5 2010-01-01 189 45 5 0 3.97727272727273 3.87596899224806 0.98230317030223 -0.765674346748644 5 -1.04417479961739 -1.03187774553016 3.88131610248012
CN09-076 23 NA 49 2009-08-25 Female 2009 J GC 2009 FALSE CN08-113 CN08-022 0 0.0155629576634741 -0.550681190630199 CN09-076 0 0 0 0 0 2009-01-01 236 92 0 0 0 0 0.391515284424419 -0.417868119025691 0 0.327503032967051 0.139156528995216 0.00469299746507142
CN09-077 21 92 41 2009-08-25 Female 2009 J GC 2009 FALSE CN08-113 CN08-022 0 0.0980612692902293 -0.301162998412711 CN09-077 0 0 0 0 0 2009-01-01 236 92 0 0 0 0 0.98230317030223 -0.765674346748644 0 0.327503032967051 0.139156528995216 0.00124457767512407
CN09-078 23 92 45 2009-08-25 Female 2009 J GC 2009 FALSE CN08-053 CN09-M6 0 0.593051139050761 -0.0516448061952222 CN09-078 0 1 0 0 2 2009-01-01 236 92 2 3.05263157894737 0.971751412429378 1.55038759689922 0.0961213414855136 -0.626551855659463 0 0.327503032967051 0.139156528995216 1.55907535677741
CN09-078 31 103 54 2009-09-24 Female 2009 J PW 2009 FALSE CN08-053 CN09-M6 0 0.758047762304272 -0.301162998412711 CN09-078 0 1 0 0 2 2009-01-01 266 122 2 3.05263157894737 0.971751412429378 1.55038759689922 -1.67624231614792 1.32116301958908 0 1.20304207504222 1.30673535217473 1.55308089072789
CN09-078 44 118 63 2010-06-30 Female 2010 A PW 2009 FALSE CN08-053 CN09-M6 0 0.593051139050761 0.696909770457243 CN09-078 1 0 0 2 2 2010-01-01 180 36 2 0 1.59090909090909 1.55038759689922 0.686909227363325 -0.765674346748644 2 -1.30683651223994 -1.16445795769493 1.55500512012345
CN09-078 50 121 60 2010-07-08 Female 2010 A PW 2009 FALSE CN08-053 CN09-M6 0 0.675549450677516 -0.0516448061952222 CN09-078 1 0 0 2 2 2010-01-01 188 44 2 0 1.59090909090909 1.55038759689922 0.98230317030223 -0.765674346748644 2 -1.07335943435323 -1.0480638070976 1.55311365267892
CN09-079 29 95 47 2009-08-25 Male 2009 J GC 2009 FALSE CN07-114 CN09-002 0 0.180559580916985 -1.29923576728266 CN09-079 0 0 0 0 0 2009-01-01 236 92 0 0 0 0 -0.790060487331203 1.32116301958908 0 0.327503032967051 0.139156528995216 0.00322334798182918
CN09-079 27 101 52 2009-09-18 Male 2009 J MS 2009 FALSE CN07-114 CN09-002 0 0.180559580916985 -1.29923576728266 CN09-079 0 0 0 0 0 2009-01-01 260 116 0 0 0 0 -0.790060487331203 1.32116301958908 0 1.02793426662719 1.04703090365443 0.00822424055628894
CN09-080 46 123 57 2009-08-13 Male 2009 A GC 2008 FALSE 0 0 0 -1.8818982097519 -1.54875395950015 CN09-080 1 1 1 1 3 2009-01-01 224 80 3 4.7 1.62676056338028 1.14754098360656 -0.494666544392298 -0.417868119025691 0.726415094339623 -0.0227125838630183 -0.236214606681188 1.154358741781
CN09-080 51 125 62 2010-06-24 Male 2010 A PW 2008 FALSE 0 0 0 -0.479426912097058 -0.550681190630199 CN09-080 2 0 1 2 3 2010-01-01 174 30 2 0 1.67123287671233 1.14754098360656 0.834606198832777 -0.765674346748644 2.06779661016949 -1.48194432065497 -1.23647683837703 1.1512280776841
CN09-080 54 125 61 2010-07-02 Male 2010 A PW 2008 FALSE 0 0 0 -0.891918470230834 -1.79827215171764 CN09-080 2 0 1 2 3 2010-01-01 182 38 2 0 1.67123287671233 1.14754098360656 -1.52854534467847 1.66896924731203 2.06779661016949 -1.24846724276826 -1.1375418103693 1.16080937834664
CN09-080 53 127 64 2010-08-10 Male 2010 A PW 2008 FALSE 0 0 0 -0.479426912097058 -1.29923576728266 CN09-080 2 0 1 2 3 2010-01-01 221 77 2 0 1.67123287671233 1.14754098360656 -1.08545443027011 -0.417868119025691 2.06779661016949 -0.110266488070536 -0.321873426886414 1.1520809101183
CN09-081 30 102 45 2009-08-13 Female 2009 J GC 2009 FALSE CN09-041 CN09-M3 0 -1.55190496324488 -1.04971757506518 CN09-081 0 0 0 0 0 2009-01-01 224 80 0 0 0 0 -0.790060487331203 -0.765674346748644 0 -0.0227125838630183 -0.236214606681188 0.0201594290051667
CN09-082 30 104 47 2009-08-13 Female 2009 J GC 2009 FALSE CN09-001 CN08-075 0 -1.05691509348434 -0.800199382847688 CN09-082 0 0 0 0 0 2009-01-01 224 80 0 0 0 0 0.923224381714449 -0.765674346748644 0 -0.0227125838630183 -0.236214606681188 0.000378082058107288
CN09-082 32 NA NA 2009-09-02 Female 2009 J MS 2009 FALSE CN09-001 CN08-075 0 -1.30441002836461 -0.800199382847688 CN09-082 0 0 0 0 0 2009-01-01 244 100 0 0 0 0 0.243818312954966 0.138621845331035 0 0.560980110853764 0.418502490428819 0.0125256613644767
CN09-082 32 105 50 2009-09-17 Female 2009 J MS 2009 FALSE CN09-001 CN08-075 0 -1.05691509348434 0.197873386022266 CN09-082 0 0 0 0 0 2009-01-01 259 115 0 0 0 0 0.686909227363325 -0.0700618913027372 0 0.99874963189135 1.0050198899232 0.0104684851095443
CN09-083 28 92 47 2009-08-13 Male 2009 J GC 2009 FALSE CN08-073 CN08-096 0.04296875 -0.974416781857589 -0.800199382847688 CN09-083 0 1 0 0 3 2009-01-01 224 80 2 3.05263157894737 1.08450704225352 2.64516129032258 0.893684987420559 -0.765674346748644 0 -0.0227125838630183 -0.236214606681188 2.65693443298016
CN09-083 28 96 45 2009-08-14 Male 2009 J GC 2009 FALSE CN08-073 CN08-096 0.04296875 -0.974416781857589 -0.550681190630199 CN09-083 0 1 0 0 3 2009-01-01 225 81 2 3.05263157894737 1.08450704225352 2.64516129032258 0.923224381714449 -0.765674346748644 0 0.00647205087282077 -0.206934203171546 2.64876054658291
CN09-083 32 107 55 2009-09-17 Male 2009 J MS 2009 FALSE CN08-073 CN08-096 0.04296875 -0.974416781857589 -0.0516448061952222 CN09-083 0 1 0 0 3 2009-01-01 259 115 2 3.05263157894737 1.08450704225352 2.64516129032258 0.98230317030223 -0.765674346748644 0 0.99874963189135 1.0050198899232 2.64678601769152
CN09-083 40 119 62 2010-06-23 Male 2010 A PW 2009 FALSE CN08-073 CN08-096 0.04296875 -0.561925223723813 -0.800199382847688 CN09-083 1 0 0 3 3 2010-01-01 173 29 3 0 2.50684931506849 2.64516129032258 -1.08545443027011 0.416866827509398 3.10169491525424 -1.51112895539081 -1.24720692413522 2.64850583528784
CN09-083 43 118 59 2010-06-24 Male 2010 A PW 2009 FALSE CN08-073 CN08-096 0.04296875 -0.644423535350568 -0.550681190630199 CN09-083 1 0 0 3 3 2010-01-01 174 30 3 0 2.50684931506849 2.64516129032258 0.834606198832777 -0.417868119025691 3.10169491525424 -1.48194432065497 -1.23647683837703 2.64974454962705
CN09-083 48 116 62 2010-06-30 Male 2010 A PW 2009 FALSE CN08-073 CN08-096 0.04296875 0.345556204170495 -1.29923576728266 CN09-083 1 0 0 3 3 2010-01-01 180 36 3 0 2.50684931506849 2.64516129032258 -1.08545443027011 0.62555056414317 3.10169491525424 -1.30683651223994 -1.16445795769493 2.64537110222174
CN09-083 43 118 59 2010-07-01 Male 2010 A PW 2009 FALSE CN08-073 CN08-096 0.04296875 0.0980612692902293 -0.550681190630199 CN09-083 1 0 0 3 3 2010-01-01 181 37 3 0 2.50684931506849 2.64516129032258 0.98230317030223 -0.765674346748644 3.10169491525424 -1.2776518775041 -1.15118174989242 2.65654170138027
CN09-083 43 119 62 2010-07-02 Male 2010 A PW 2009 FALSE CN08-073 CN08-096 0.04296875 -0.149433665590036 -1.29923576728266 CN09-083 1 0 0 3 3 2010-01-01 182 38 3 0 2.50684931506849 2.64516129032258 0.686909227363325 -0.417868119025691 3.10169491525424 -1.24846724276826 -1.1375418103693 2.64993884592574
CN09-083 42 119 60 2010-07-07 Male 2010 A JK 2009 FALSE CN08-073 CN08-096 0.04296875 -0.561925223723813 -0.301162998412711 CN09-083 1 0 0 3 3 2010-01-01 187 43 3 0 2.50684931506849 2.64516129032258 0.391515284424419 -0.0700618913027372 3.10169491525424 -1.10254406908907 -1.06388613694442 2.66779957646958
CN09-083 41 115 64 2010-07-09 Male 2010 A JK 2009 FALSE CN08-073 CN08-096 0.04296875 0.0980612692902293 -0.550681190630199 CN09-083 1 0 0 3 3 2010-01-01 189 45 3 0 2.50684931506849 2.64516129032258 0.98230317030223 -0.765674346748644 3.10169491525424 -1.04417479961739 -1.03187774553016 2.64634469703536
CN09-083 44 117 64 2010-08-10 Male 2010 A PW 2009 FALSE CN08-073 CN08-096 0.04296875 -0.314430288843547 -0.800199382847688 CN09-083 1 0 0 3 3 2010-01-01 221 77 3 0 2.50684931506849 2.64516129032258 0.834606198832777 -0.765674346748644 3.10169491525424 -0.110266488070536 -0.321873426886414 2.65032379364213
CN09-083 41 115 63 2010-08-11 Male 2010 A PW 2009 FALSE CN08-073 CN08-096 0.04296875 -0.644423535350568 -0.550681190630199 CN09-083 1 0 0 3 3 2010-01-01 222 78 3 0 2.50684931506849 2.64516129032258 0.834606198832777 -0.417868119025691 3.10169491525424 -0.0810818533346966 -0.293684218538622 2.65414849510551
CN09-083 42 118 64 2010-08-18 Male 2010 A PW 2009 FALSE CN08-073 CN08-096 0.04296875 1.00554269718454 -0.301162998412711 CN09-083 1 0 0 3 3 2010-01-01 229 85 3 0 2.50684931506849 2.64516129032258 -1.08545443027011 2.01677547503498 3.10169491525424 0.123210589816177 -0.0861752719268112 2.65119002736224
CN09-084 27 99 46 2009-08-13 Female 2009 J GC 2009 FALSE 0 0 0 -0.974416781857589 -1.29923576728266 CN09-084 0 1 1 0 2 2009-01-01 224 80 2 3.05263157894737 0.971751412429378 1.55038759689922 -1.23315140173956 1.66896924731203 0 -0.0227125838630183 -0.236214606681188 1.56239523087528
CN09-084 49 117 56 2010-06-23 Female 2010 A PW 2009 FALSE 0 0 0 -0.809420158604079 -1.29923576728266 CN09-084 1 0 1 2 2 2010-01-01 173 29 2 0 1.59090909090909 1.55038759689922 -1.52854534467847 2.01677547503498 2 -1.51112895539081 -1.24720692413522 1.55433133249734
CN09-084 42 116 59 2010-07-02 Female 2010 A PW 2009 FALSE 0 0 0 -0.891918470230834 -0.800199382847688 CN09-084 1 0 1 2 2 2010-01-01 182 38 2 0 1.59090909090909 1.55038759689922 0.243818312954966 0.138621845331035 2 -1.24846724276826 -1.1375418103693 1.55706938729287
CN09-085 49 119 63 2009-08-13 Male 2009 A GC 2008 FALSE 0 0 0 -0.891918470230834 -1.79827215171764 CN09-085 1 0 1 0 0 2009-01-01 224 80 0 0 0 0 -1.52854534467847 1.66896924731203 0 -0.0227125838630183 -0.236214606681188 0.0128033135635008
CN09-086 28 101 48 2009-08-13 Female 2009 J GC 2009 FALSE 0 CN08-097 0 -0.396928600470302 -1.54875395950015 CN09-086 0 1 0 0 0 2009-01-01 224 80 2 3.05263157894737 0.971751412429378 0 -1.52854534467847 2.36458170275794 0 -0.0227125838630183 -0.236214606681188 0.00971227592346129
CN09-086 35 112 56 2010-06-23 Female 2010 A JK 2009 FALSE 0 CN08-097 0 -0.314430288843547 -2.29730853615262 CN09-086 1 0 0 0 0 2010-01-01 173 29 0 0 0 0 -1.38084837320901 0.277744336420216 0 -1.51112895539081 -1.24720692413522 0.00468913024456688
CN09-087 21 81 41 2009-08-14 Female 2009 J GC 2009 FALSE CN08-005 CN07-096 0 -1.8818982097519 1.19594615489222 CN09-087 0 0 0 0 0 2009-01-01 225 81 0 0 0 0 0.391515284424419 -0.0700618913027372 0 0.00647205087282077 -0.206934203171546 0.0253071940884175
CN09-088 24 93 43 2009-08-14 Male 2009 J GC 2009 FALSE CN08-005 CN09-M1 0 -1.8818982097519 0.696909770457243 CN09-088 0 0 0 0 1 2009-01-01 225 81 0 0 0 0.881720430107527 -0.494666544392298 1.32116301958908 0 0.00647205087282077 -0.206934203171546 0.88896623118289
CN09-088 35 107 50 2009-09-17 Male 2009 J MS 2009 FALSE CN08-005 CN09-M1 0 -1.8818982097519 0.696909770457243 CN09-088 0 0 0 0 1 2009-01-01 259 115 0 0 0 0.881720430107527 -0.494666544392298 1.32116301958908 0 0.99874963189135 1.0050198899232 0.885252322955189
CN09-089 37 107 52 2009-08-14 Female 2009 J GC 2009 FALSE CN08-005 CN07-096 0 -1.79939989812514 0.447391578239755 CN09-089 0 0 0 0 0 2009-01-01 225 81 0 0 0 0 -1.67624231614792 0.62555056414317 0 0.00647205087282077 -0.206934203171546 0.00779818382167322
CN09-089 33 107 55 2009-09-17 Female 2009 J MS 2009 FALSE CN08-005 CN07-096 0 -1.8818982097519 0.197873386022266 CN09-089 0 0 0 0 0 2009-01-01 259 115 0 0 0 0 -1.08545443027011 -0.417868119025691 0 0.99874963189135 1.0050198899232 0.0194151161217921
CN09-090 24 94 48 2009-08-14 Male 2009 J GC 2009 FALSE CN08-071 CN08-096 0.0078125 -1.63440327487163 0.447391578239755 CN09-090 0 1 0 0 3 2009-01-01 225 81 2 3.05263157894737 1.08450704225352 2.64516129032258 -1.08545443027011 2.71238793048089 0 0.00647205087282077 -0.206934203171546 2.65404778801349
CN09-090 31 102 51 2009-09-02 Male 2009 J MS 2009 FALSE CN08-071 CN08-096 0.0078125 -1.46940665161812 -1.04971757506518 CN09-090 0 1 0 0 3 2009-01-01 244 100 2 3.05263157894737 1.08450704225352 2.64516129032258 -0.790060487331203 -0.0700618913027372 0 0.560980110853764 0.418502490428819 2.64958368966235
CN09-090 28 104 52 2009-09-17 Male 2009 J MS 2009 FALSE CN08-071 CN08-096 0.0078125 -1.55190496324488 0.197873386022266 CN09-090 0 1 0 0 3 2009-01-01 259 115 2 3.05263157894737 1.08450704225352 2.64516129032258 0.834606198832777 -0.417868119025691 0 0.99874963189135 1.0050198899232 2.64668366730049
CN09-090 48 122 62 2010-07-02 Male 2010 A PW 2009 FALSE CN08-071 CN08-096 0.0078125 -0.314430288843547 -0.800199382847688 CN09-090 1 0 0 3 3 2010-01-01 182 38 3 0 2.50684931506849 2.64516129032258 0.834606198832777 -0.765674346748644 3.10169491525424 -1.24846724276826 -1.1375418103693 2.66117164001134
CN09-090 46 120 62 2010-07-07 Male 2010 A JK 2009 FALSE CN08-071 CN08-096 0.0078125 -0.396928600470302 -0.550681190630199 CN09-090 1 0 0 3 3 2010-01-01 187 43 3 0 2.50684931506849 2.64516129032258 0.745988015951106 -0.765674346748644 3.10169491525424 -1.10254406908907 -1.06388613694442 2.65161495231551
CN09-090 46 122 60 2010-08-10 Male 2010 A PW 2009 FALSE CN08-071 CN08-096 0.0078125 -0.561925223723813 -1.04971757506518 CN09-090 1 0 0 3 3 2010-01-01 221 77 3 0 2.50684931506849 2.64516129032258 0.893684987420559 -0.626551855659463 3.10169491525424 -0.110266488070536 -0.321873426886414 2.64756531763444
CN09-090 49 122 65 2010-08-11 Male 2010 A PW 2009 FALSE CN08-071 CN08-096 0.0078125 -1.05691509348434 0.197873386022266 CN09-090 1 0 0 3 3 2010-01-01 222 78 3 0 2.50684931506849 2.64516129032258 0.686909227363325 -0.0700618913027372 3.10169491525424 -0.0810818533346966 -0.293684218538622 2.6506320543459
CN09-091 20 90 43 2009-08-14 Female 2009 J GC 2009 FALSE CN08-071 CN09-M1 0 -1.55190496324488 0.197873386022266 CN09-091 0 0 0 0 0 2009-01-01 225 81 0 0 0 0 0.834606198832777 -0.417868119025691 0 0.00647205087282077 -0.206934203171546 0.0129510964471897
CN09-092 23 96 45 2009-08-14 Male 2009 J GC 2009 FALSE CN08-071 CN09-M1 0 -1.63440327487163 0.197873386022266 CN09-092 0 1 0 0 0 2009-01-01 225 81 2 3.05263157894737 1.08450704225352 0 -1.08545443027011 -0.0700618913027372 0 0.00647205087282077 -0.206934203171546 0.0151034278032802
CN09-092 26 101 49 2009-09-17 Male 2009 J MS 2009 FALSE CN08-071 CN09-M1 0 -1.46940665161812 0.197873386022266 CN09-092 0 1 0 0 0 2009-01-01 259 115 2 3.05263157894737 1.08450704225352 0 0.98230317030223 -0.765674346748644 0 0.99874963189135 1.0050198899232 0.00208144431200875
CN09-092 42 118 63 2010-07-01 Male 2010 A PW 2009 FALSE CN08-071 CN09-M1 0 0.675549450677516 1.19594615489222 CN09-092 1 0 0 0 0 2010-01-01 181 37 0 0 0 0 0.98230317030223 -0.765674346748644 0 -1.2776518775041 -1.15118174989242 0.00584243776263087
CN09-092 40 114 63 2010-07-09 Male 2010 A PW 2009 FALSE CN08-071 CN09-M1 0 0.840546073931027 1.19594615489222 CN09-092 1 0 0 0 0 2010-01-01 189 45 0 0 0 0 0.893684987420559 -0.765674346748644 0 -1.04417479961739 -1.03187774553016 0.0184981869197989
CN09-093 41 NA NA 2009-08-14 Female 2009 A GC 2008 FALSE 0 0 0 -1.96439652137865 -0.301162998412711 CN09-093 1 0 1 1 1 2009-01-01 225 81 1 0 0.485875706214689 0.273224043715847 0.391515284424419 -0.556990610114872 0.735042735042735 0.00647205087282077 -0.206934203171546 0.277537136621705
CN09-094 34 108 53 2009-08-14 Male 2009 J GC 2009 FALSE 0 0 0 -1.55190496324488 -0.550681190630199 CN09-094 0 0 1 0 0 2009-01-01 225 81 0 0 0 0 -1.08545443027011 1.32116301958908 0 0.00647205087282077 -0.206934203171546 0.0122226308461645
CN09-094 35 113 56 2009-09-17 Male 2009 J MS 2009 FALSE 0 0 0 -1.8818982097519 -0.0516448061952222 CN09-094 0 0 1 0 0 2009-01-01 259 115 0 0 0 0 -0.494666544392298 -0.0700618913027372 0 0.99874963189135 1.0050198899232 0.00800282343073079
CN09-095 28 99 50 2009-08-14 Female 2009 J GC 2009 FALSE 0 0 0 -1.22191171673786 -0.550681190630199 CN09-095 0 0 1 0 0 2009-01-01 225 81 0 0 0 0 -1.08545443027011 -0.626551855659463 0 0.00647205087282077 -0.206934203171546 0.0037201253488035
CN09-095 28 105 50 2009-09-02 Female 2009 J MS 2009 FALSE 0 0 0 -1.22191171673786 -1.29923576728266 CN09-095 0 0 1 0 0 2009-01-01 244 100 0 0 0 0 0.0961213414855136 -0.0700618913027372 0 0.560980110853764 0.418502490428819 0.0063358295675539
CN09-095 34 108 53 2009-09-17 Female 2009 J MS 2009 FALSE 0 0 0 -1.1394134051111 -0.550681190630199 CN09-095 0 0 1 0 0 2009-01-01 259 115 0 0 0 0 0.864145593126668 -0.765674346748644 0 0.99874963189135 1.0050198899232 0.00815916031058297
CN09-096 25 88 51 2009-08-14 Male 2009 J GC 2009 FALSE CN09-001 CN08-075 0 -1.1394134051111 -0.301162998412711 CN09-096 0 0 0 0 1 2009-01-01 225 81 0 0 0 0.881720430107527 -0.199272601453392 -0.0700618913027372 0 0.00647205087282077 -0.206934203171546 0.895459679082584
CN09-097 29 102 50 2009-08-14 Female 2009 J GC 2009 FALSE CN08-071 CN07-093 0.0625 -1.55190496324488 -0.301162998412711 CN09-097 0 1 0 0 0 2009-01-01 225 81 2 3.05263157894737 0.971751412429378 0 -0.199272601453392 0.277744336420216 0 0.00647205087282077 -0.206934203171546 0.00550819465079328
CN09-097 30 106 46 2009-09-17 Female 2009 J MS 2009 FALSE CN08-071 CN07-093 0.0625 -1.55190496324488 0.696909770457243 CN09-097 0 1 0 0 0 2009-01-01 259 115 2 3.05263157894737 0.971751412429378 0 0.834606198832777 -0.417868119025691 0 0.99874963189135 1.0050198899232 0.00687313913744987
CN09-097 36 115 58 2010-06-24 Female 2010 A PW 2009 FALSE CN08-071 CN07-093 0.0625 -1.55190496324488 0.447391578239755 CN09-097 1 0 0 0 0 2010-01-01 174 30 0 0 0 0 0.98230317030223 -0.765674346748644 0 -1.48194432065497 -1.23647683837703 0.00364354074817633
CN09-097 34 113 61 2010-07-07 Female 2010 A PW 2009 FALSE CN08-071 CN07-093 0.0625 -1.55190496324488 0.197873386022266 CN09-097 1 0 0 0 0 2010-01-01 187 43 0 0 0 0 0.834606198832777 -0.417868119025691 0 -1.10254406908907 -1.06388613694442 0.0108368261057541
CN09-098 23 92 45 2009-08-14 Female 2009 J GC 2009 FALSE CN09-001 CN08-075 0 -1.1394134051111 -0.0516448061952222 CN09-098 0 1 0 0 1 2009-01-01 225 81 2 3.05263157894737 0.971751412429378 0.775193798449612 0.0961213414855136 -0.556990610114872 0 0.00647205087282077 -0.206934203171546 0.785568854683259
CN09-098 26 101 46 2009-09-02 Female 2009 J MS 2009 FALSE CN09-001 CN08-075 0 -1.1394134051111 -0.800199382847688 CN09-098 0 1 0 0 1 2009-01-01 244 100 2 3.05263157894737 0.971751412429378 0.775193798449612 -0.790060487331203 -0.209184382391919 0 0.560980110853764 0.418502490428819 0.783889304433379
CN09-098 26 101 50 2009-09-17 Female 2009 J MS 2009 FALSE CN09-001 CN08-075 0 -1.05691509348434 -0.301162998412711 CN09-098 0 1 0 0 1 2009-01-01 259 115 2 3.05263157894737 0.971751412429378 0.775193798449612 0.0961213414855136 -0.417868119025691 0 0.99874963189135 1.0050198899232 0.786379508458605
